date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,243,42
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,243,48
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,241,45
2023-08-23 00:00:00,North Darfur,SD02,SD02126,Kelemando,240,48
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,240,48
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,240,48
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,240,48
2023-08-23 00:00:00,Blue Nile,SD08,SD08108,At Tadamon - BN,240,48
2023-07-19 00:00:00,White Nile,SD09,SD09050,Al Gitaina,240,48
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,240,48
2023-07-19 00:00:00,River Nile,SD16,SD16010,Shendi,240,48
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,240,48
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,240,60
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,240,48
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,240,44
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,240,48
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,240,48
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,240,48
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,237,41
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,235,47
2023-07-19 00:00:00,White Nile,SD09,SD09050,Al Gitaina,235,47
2023-08-23 00:00:00,Gedaref,SD12,SD12073,Al Butanah,235,47
2023-08-23 00:00:00,Gedaref,SD12,SD12073,Al Butanah,235,47
2023-08-23 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,235,47
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,235,46
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,235,47
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,235,47
2023-08-16 00:00:00,West Kordofan,SD18,SD18028,Abu Zabad,235,48
2023-08-16 00:00:00,White Nile,SD09,SD09050,Al Gitaina,235,47
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,235,47
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,235,47
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,235,47
2023-08-23 00:00:00,West Kordofan,SD18,SD18106,Al Meiram,234,49
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,233,47
2023-08-23 00:00:00,West Kordofan,SD18,SD18102,Al Lagowa,233,37
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,232,44
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,231,51
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,231,50
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,231,39
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,230,43
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,230,46
2023-08-23 00:00:00,West Kordofan,SD18,SD18029,Wad Bandah,230,56
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,230,46
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,230,46
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,229,60
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,228,57
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,226,43
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,225,45
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,225,45
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,225,51
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,225,45
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,225,45
2023-08-23 00:00:00,Red Sea,SD10,SD10068,Sawakin,225,45
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,225,45
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,225,45
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,225,52
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,225,45
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,225,45
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,225,45
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,225,45
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,225,45
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,225,45
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,224,40
2023-08-23 00:00:00,West Kordofan,SD18,SD18100,Babanusa,224,42
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,222,37
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,221,44
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,220,34
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,220,44
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,220,44
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,220,44
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,220,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,220,37
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,220,44
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,220,44
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,220,44
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,220,45
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,220,44
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,220,44
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,219,47
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,217,39
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,217,39
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,215,43
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,215,43
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,215,43
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,215,43
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,215,43
2023-08-16 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,215,43
2023-08-23 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,215,43
2023-08-23 00:00:00,West Kordofan,SD18,SD18103,Al Dibab,215,43
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,215,43
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,215,43
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,215,43
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,215,43
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,214,51
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,214,34
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,212,55
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,212,53
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,211,38
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,211,38
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,211,39
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,211,34
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,211,43
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,211,34
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,211,46
2023-08-16 00:00:00,Gedaref,SD12,SD12075,Al Fashaga,210,42
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,210,42
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,210,42
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,210,42
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,210,42
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,210,42
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,210,42
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,210,42
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,210,42
2023-07-19 00:00:00,White Nile,SD09,SD09050,Al Gitaina,210,42
2023-08-16 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,210,42
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,210,42
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,210,42
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,210,42
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,210,36
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,210,42
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,210,42
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,210,42
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,210,42
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,209,43
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,208,52
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,207,42
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,207,53
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,206,44
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,206,30
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,205,41
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,205,41
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,205,41
2023-08-02 00:00:00,White Nile,SD09,SD09048,Tendalti,205,41
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,205,41
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,205,43
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,205,41
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,205,41
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,203,37
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,202,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,201,42
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,200,40
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,200,40
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,200,40
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,200,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,200,41
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,200,45
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,200,40
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,200,40
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,200,40
2023-08-23 00:00:00,Red Sea,SD10,SD10071,Sinkat,200,40
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,200,40
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,200,40
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,200,39
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,200,40
2023-08-23 00:00:00,Blue Nile,SD08,SD08109,Geisan,200,40
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,200,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,199,39
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,198,36
2023-08-16 00:00:00,South Kordofan,SD07,SD07103,Habila - SK,198,51
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,198,42
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,197,46
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,197,48
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,196,37
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,196,37
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,196,41
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,196,49
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,196,40
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,195,39
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,195,39
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,195,39
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,195,39
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,195,30
2023-08-02 00:00:00,White Nile,SD09,SD09048,Tendalti,195,39
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,195,39
2023-07-19 00:00:00,White Nile,SD09,SD09050,Al Gitaina,195,39
2023-08-23 00:00:00,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,195,39
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,195,39
2023-08-16 00:00:00,Kassala,SD11,SD11057,Reifi Shamal Ad Delta,195,39
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,195,39
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,195,39
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,195,39
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,195,39
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,195,39
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,195,39
2023-08-23 00:00:00,West Kordofan,SD18,SD18021,Ghubaish,195,38
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,195,39
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,195,39
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,195,39
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,195,39
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,194,33
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,192,40
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,192,48
2023-08-23 00:00:00,South Kordofan,SD07,SD07097,Ar Reif Ash Shargi,192,32
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,191,35
2023-08-16 00:00:00,South Kordofan,SD07,SD07103,Habila - SK,191,47
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,190,38
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,190,38
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,190,38
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,190,38
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,190,38
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,190,38
2023-08-23 00:00:00,North Kordofan,SD13,SD13025,Soudari,190,35
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,190,36
2023-07-19 00:00:00,White Nile,SD09,SD09046,Rabak,190,38
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,190,38
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,190,38
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,190,40
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,190,38
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,190,38
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,190,38
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,189,34
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,189,34
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,189,33
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,188,47
2023-08-23 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,187,36
2023-08-23 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,187,36
2023-08-23 00:00:00,South Kordofan,SD07,SD07088,Abu Jubayhah,187,38
2023-08-09 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,186,40
2023-08-16 00:00:00,South Kordofan,SD07,SD07103,Habila - SK,186,45
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,185,37
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,185,37
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,185,37
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,185,37
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,185,37
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,185,37
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,185,37
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,185,37
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,185,37
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,185,27
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,185,35
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,185,37
2023-07-19 00:00:00,White Nile,SD09,SD09048,Tendalti,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,185,37
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,185,37
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,185,37
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,185,37
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,184,35
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,184,36
2023-08-23 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,184,28
2023-08-23 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,182,38
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,182,32
2023-08-23 00:00:00,West Kordofan,SD18,SD18085,Keilak,181,32
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,180,36
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,180,36
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,180,30
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,180,36
2023-08-23 00:00:00,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,180,36
2023-08-16 00:00:00,Kassala,SD11,SD11060,Reifi Khashm Elgirba,180,36
2023-08-16 00:00:00,Kassala,SD11,SD11062,Reifi Nahr Atbara,180,36
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,180,36
2023-08-23 00:00:00,South Kordofan,SD07,SD07105,Al Leri,180,23
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,180,43
2023-08-23 00:00:00,South Kordofan,SD07,SD07095,Dilling,180,51
2023-08-23 00:00:00,West Kordofan,SD18,SD18103,Al Dibab,180,36
2023-08-23 00:00:00,West Kordofan,SD18,SD18105,Al Khiwai,180,35
2023-08-16 00:00:00,White Nile,SD09,SD09048,Tendalti,180,36
2023-08-23 00:00:00,West Kordofan,SD18,SD18022,An Nuhud,180,25
2023-08-23 00:00:00,West Kordofan,SD18,SD18086,As Salam - WK,180,40
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,180,36
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,180,42
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,179,27
2023-08-23 00:00:00,North Kordofan,SD13,SD13026,Bara,178,36
2023-08-23 00:00:00,South Kordofan,SD07,SD07094,Al Quoz,178,29
2023-07-19 00:00:00,White Nile,SD09,SD09047,Kosti,178,35
2023-08-23 00:00:00,White Nile,SD09,SD09047,Kosti,178,35
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,175,32
2023-08-23 00:00:00,North Darfur,SD02,SD02113,Dar As Salam,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15037,Al Qurashi,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,175,35
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,175,26
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,175,35
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,175,35
2023-08-16 00:00:00,Kassala,SD11,SD11060,Reifi Khashm Elgirba,175,35
2023-08-16 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,175,35
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,175,35
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,175,35
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,175,35
2023-07-12 00:00:00,White Nile,SD09,SD09052,Guli,175,35
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,175,35
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,175,35
2023-08-16 00:00:00,White Nile,SD09,SD09047,Kosti,175,35
2023-07-12 00:00:00,White Nile,SD09,SD09048,Tendalti,175,35
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,175,35
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,175,35
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,174,32
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,173,36
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,173,31
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,172,40
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,172,33
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,172,25
2023-08-23 00:00:00,North Darfur,SD02,SD02126,Kelemando,170,34
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,170,34
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,170,34
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,170,34
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,170,34
