date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
2023-05-31 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,0,0,Khartoum,SD01,SD01005,Karrari
2023-05-31 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,167,35,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,143,28,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,139,29,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,184,28,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,74,11,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,37,7,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,53,6,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,172,26,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,260,52,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,70,13,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,77,14,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,154,32,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,47,9,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,304,50,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,405,66,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13029,Gharb Bara,128,18,Khartoum,SD01,SD01007,Khartoum
